Event	ID	Name			Wwise Object Path	Notes
	172614818	Play_Bathtub_On			\Default Work Unit\Enviroment\Bathroom\Play_Bathtub_On	
	508996243	Play_Lightbulb_Break			\Default Work Unit\Enviroment\Kitchen\Play_Lightbulb_Break	
	537394880	Play_Clok_Lp			\Default Work Unit\Enviroment\Dorm\Clock\Play_Clok_Lp	
	573936529	Play_Drawer_Close_Fast			\Default Work Unit\Enviroment\Kitchen\Drawer\Play_Drawer_Close_Fast	
	736665549	Play_Drawer_Open_Slo			\Default Work Unit\Enviroment\Kitchen\Drawer\Play_Drawer_Open_Slo	
	944747395	Play_ComputerLoop			\Default Work Unit\Enviroment\Dorm\Computer\Play_ComputerLoop	
	956845016	Play_Fridge_Close			\Default Work Unit\Enviroment\Kitchen\Fridge\Play_Fridge_Close	
	1027751980	New_Event_03			\Default Work Unit\Enviroment\Kitchen\Fridge\New_Event_03	
	1027751981	New_Event_02			\Default Work Unit\Enviroment\Kitchen\Fridge\New_Event_02	
	1027751982	New_Event_01			\Default Work Unit\Enviroment\Kitchen\Fridge\New_Event_01	
	1109118952	Play_ComputerOFF			\Default Work Unit\Enviroment\Dorm\Computer\Play_ComputerOFF	
	1246219610	Play_Hallucination_Fire_OFF			\Default Work Unit\Player\Hallucinations\Fire\Play_Hallucination_Fire_OFF	
	1249927922	Play_ComputerON			\Default Work Unit\Enviroment\Dorm\Computer\Play_ComputerON	
	1365308841	Play_Drawer_Close_Slo			\Default Work Unit\Enviroment\Kitchen\Drawer\Play_Drawer_Close_Slo	
	1711796878	Play_Hallucination_Drone			\Default Work Unit\Player\Hallucinations\Play_Hallucination_Drone	
	1853832177	Play_ToiletFlush			\Default Work Unit\Enviroment\Bathroom\Play_ToiletFlush	
	2078566928	Play_Clok_Jumpscare			\Default Work Unit\Enviroment\Dorm\Clock\Play_Clok_Jumpscare	
	2126463932	Play_FridgeClosed_Lp			\Default Work Unit\Enviroment\Kitchen\Fridge\Play_FridgeClosed_Lp	
	2210815345	Play_Sink_Off			\Default Work Unit\Enviroment\Bathroom\Play_Sink_Off	
	2290955100	Play_Hallucination_Fire_ON			\Default Work Unit\Player\Hallucinations\Fire\Play_Hallucination_Fire_ON	
	2335992448	Play_Pickup_05			\Default Work Unit\Player\Actions\PickUps\Play_Pickup_05	
	2335992449	Play_Pickup_04			\Default Work Unit\Player\Actions\PickUps\Play_Pickup_04	
	2335992452	Play_Pickup_01			\Default Work Unit\Player\Actions\PickUps\Play_Pickup_01	
	2335992454	Play_Pickup_03			\Default Work Unit\Player\Actions\PickUps\Play_Pickup_03	
	2335992455	Play_Pickup_02			\Default Work Unit\Player\Actions\PickUps\Play_Pickup_02	
	2457188868	Play_ComputerDevMssg			\Default Work Unit\Enviroment\Dorm\Computer\Play_ComputerDevMssg	
	2460357788	Play_Fridge_Open			\Default Work Unit\Enviroment\Kitchen\Fridge\Play_Fridge_Open	
	2748311587	Play_RoomTone			\Default Work Unit\Enviroment\Play_RoomTone	
	2779930358	Play_SinkDrip			\Default Work Unit\Enviroment\Bathroom\Play_SinkDrip	
	2817161306	Play_Player_Breathing			\Default Work Unit\Player\Actions\Play_Player_Breathing	
	2983217371	Play_Stop_Hallucination_Drone			\Default Work Unit\Player\Hallucinations\Play_Stop_Hallucination_Drone	
	3076523333	Play_Stop_Player_Breathing			\Default Work Unit\Player\Actions\Play_Stop_Player_Breathing	
	3274517020	Play_Stop_RoomTone			\Default Work Unit\Enviroment\Play_Stop_RoomTone	
	3696424952	Play_Bathtub_Off			\Default Work Unit\Enviroment\Bathroom\Play_Bathtub_Off	
	3707172077	Play_Drawer_Open_Fast			\Default Work Unit\Enviroment\Kitchen\Drawer\Play_Drawer_Open_Fast	
	3860455926	Play_Pickup			\Default Work Unit\Player\Actions\PickUps\Play_Pickup	
	3942043618	Play_ComputerGlitchJumpscare			\Default Work Unit\Enviroment\Dorm\Computer\Play_ComputerGlitchJumpscare	
	4078825889	Play_Player_Fs			\Default Work Unit\Player\Actions\Play_Player_Fs	
	4141381861	Play_Sink_On			\Default Work Unit\Enviroment\Bathroom\Play_Sink_On	
	4197138700	Play_Hallucination_04			\Default Work Unit\Player\Hallucinations\Play_Hallucination_04	
	4197138701	Play_Hallucination_05			\Default Work Unit\Player\Hallucinations\Play_Hallucination_05	
	4197138702	Play_Hallucination_06			\Default Work Unit\Player\Hallucinations\Play_Hallucination_06	
	4197138703	Play_Hallucination_07			\Default Work Unit\Player\Hallucinations\Play_Hallucination_07	

Switch Group	ID	Name			Wwise Object Path	Notes
	806885475	Fs_Material_Switch			\Default Work Unit\Fs_Material_Switch	
	1310826347	RoomTone_Switch			\Default Work Unit\RoomTone_Switch	

Switch	ID	Name	Switch Group			Notes
	2058049674	Wood	Fs_Material_Switch			
	2412606308	Carpet	Fs_Material_Switch			
	2637588553	Tile	Fs_Material_Switch			
	892771914	Living	RoomTone_Switch			
	1413413702	Basement	RoomTone_Switch			
	1586158131	Kitchen	RoomTone_Switch			
	1831461191	Bathroom	RoomTone_Switch			
	3788924735	Bedroom	RoomTone_Switch			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1088348612	Player_BPM			\Default Work Unit\Player_BPM	
	2497950111	Fire_Intensity			\Default Work Unit\Fire_Intensity	

Effect plug-ins	ID	Name	Type				Notes
	2547645744	Boost_3dB_100Hz	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2982336	Sfx_Amb_RoomTone_Bathroom	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\71\{712AFEB1-154A-DC2F-0879-D8DDF69AE5C5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Roomtones\Sfx_Amb_RoomTone_Bathroom		2627128
	22162622	Sfx_Computer_Messages_03	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\7E\{7EE24A8E-8DF8-1C6C-2017-9471AEB0058D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\BedRoom\Computer\Sfx_Computer_Messages\Sfx_Computer_Messages_03		66788
	33276330	Sfx_Fire_On	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\5B\{5B6A2136-28C7-235D-ABBC-F226EB936E1E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\BedRoom\Fire\Sfx_Fire_On		1900956
	70527204	Sfx_Fs_Carpet_02	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\E7\{E74D34F8-E321-30C2-168D-FB2F20CA828A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Carpet\Sfx_Fs_Carpet_02		143964
	83789221	Sfx_Breath_Loop_Lvl1	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\F7\{F70588EE-855E-A7E0-D673-8CECC5744255}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Breathing\Breath_Loops\Sfx_Breath_Loop_Lvl1		1520692
	95913256	Sfx_Fs_Wood_06	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\A3\{A3FFAEA5-7202-5F9B-49DE-BE5C95587384}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Wood\Sfx_Fs_Wood_06		118004
	108978955	Sfx_Clock_Jumpscare	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\AB\{AB37B185-A709-AD6A-350E-5DB84EEDE210}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\BedRoom\Clock\Sfx_Clock_Jumpscare		288096
	143525675	Sfx_Fs_Tile_06	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\4D\{4D7A2627-EFA0-9EB5-B43C-3B3EF9D5A5DD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Tile\Sfx_Fs_Tile_06		99984
	249388012	Sfx_Clock_Lp	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\86\{86FAD568-2EE0-95C8-1C99-9010EE8936E4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\BedRoom\Clock\Sfx_Clock_Lp		2304096
	270290710	Sfx_Fridgedoor_Close_02	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\EA\{EAC45DB2-DC04-035B-A292-D4CB608C2DD4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Kitchen\Fridge\Sfx_Fridgedoor_Close\Sfx_Fridgedoor_Close_02		314976
	310337373	LightBulb_Break	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\1E\{1E84B67A-E58E-3AA4-90E4-FBDD328B1998}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Kitchen\Lightbulb\LightBulb_Break		177940
	328539605	Sfx_Fs_Carpet_01	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\F8\{F8BAD475-B44A-841C-CD32-140D69F80CD7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Carpet\Sfx_Fs_Carpet_01		92732
	350255174	Sfx_Computer_Messages_07	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\2F\{2F23DC32-BA06-EEF4-047A-D36BEBBBFC09}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\BedRoom\Computer\Sfx_Computer_Messages\Sfx_Computer_Messages_07		260356
	367477673	Sfx_Computer_Messages_01	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\36\{363D217C-9D36-84EA-DF1C-5A5CA34E2C7C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\BedRoom\Computer\Sfx_Computer_Messages\Sfx_Computer_Messages_01		188872
	383490609	Sfx_Fire_Off	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\E1\{E111FFA1-D207-B657-2D00-A4EA163F52FB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\BedRoom\Fire\Sfx_Fire_Off		349016
	388257649	Drawer_Open_Fast	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\99\{99A72FA6-8AA7-030F-A61A-C51C3D75E0B8}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Kitchen\Drawers\Drawer_Open_Fast		138220
	401686728	Sfx_Breath_Loop_Lvl4	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\EF\{EF623C03-9834-2392-DED1-D9B040BCC506}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Breathing\Breath_Loops\Sfx_Breath_Loop_Lvl4		719164
	411694868	Sfx_FridgeOpened_Hum_loop	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\F2\{F25B01D8-4FA7-FD7B-3BD2-BB835AB1F8A7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Kitchen\Fridge\Sfx_FridgeOpened_Hum_loop		1620408
	423049827	Sfx_Computer_Messages_06	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\3E\{3E5641E1-6F64-BD63-269C-2BB454A8A186}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\BedRoom\Computer\Sfx_Computer_Messages\Sfx_Computer_Messages_06		82980
	434313798	Sfx_FireLoop_Lowintensity	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\DB\{DBB8B29E-CCF1-C1AF-B316-C0A38A425036}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\BedRoom\Fire\FireInstances\Sfx_FireLoop_Lowintensity		1680700
	435547143	Sfx_Fs_Carpet_06	C:\Users\DANIEL\Documents\WwiseProjects\MonarcaGameJamWwiseMaster\.cache\93\{9363188D-23E8-2581-8DCD-4FF486AA044B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Carpet\Sfx_Fs_Carpet_06		144616
